"State.Name","State.Abbr","State.Code","Region","County.Name","County.Code"
"Alaska","AK","02",10,"Kenai Peninsula Borough, Alaska",122
"Alaska","AK","02",10,"Ketchikan Gateway Borough, Alaska",130
"Alaska","AK","02",10,"Kodiak Island Borough, Alaska",150
"Alaska","AK","02",10,"Lake and Peninsula Borough, Alaska",164
"Alaska","AK","02",10,"Matanuska-Susitna Borough, Alaska",170
"Alaska","AK","02",10,"Nome Census Area, Alaska",180
"Alaska","AK","02",10,"North Slope Borough, Alaska",185
"Alaska","AK","02",10,"Northwest Arctic Borough, Alaska",188
"Alaska","AK","02",10,"Petersburg Borough, Alaska",195
"Alaska","AK","02",10,"Prince of Wales-Hyder Census Area, Alaska",198
"Alaska","AK","02",10,"Sitka City and Borough, Alaska",220
"Alaska","AK","02",10,"Skagway Municipality, Alaska",230
"Alaska","AK","02",10,"Southeast Fairbanks Census Area, Alaska",240
"Alaska","AK","02",10,"Valdez-Cordova Census Area, Alaska",261
"Alaska","AK","02",10,"Wade Hampton Census Area, Alaska",270
"Alaska","AK","02",10,"Wrangell City and Borough, Alaska",275
"Alaska","AK","02",10,"Yakutat City and Borough, Alaska",282
"Alaska","AK","02",10,"Yukon-Koyukuk Census Area, Alaska",290
"Arizona","AZ","04",9,"Apache",1
"Arizona","AZ","04",9,"Cochise",3
"Arizona","AZ","04",9,"Coconino",5
"Arizona","AZ","04",9,"Gila",7
"Arizona","AZ","04",9,"Graham",9
"Arizona","AZ","04",9,"Greenlee",11
"Arizona","AZ","04",9,"La Paz",12
"Arizona","AZ","04",9,"Maricopa",13
"Arizona","AZ","04",9,"Mohave",15
"Arizona","AZ","04",9,"Navajo",17
"Arizona","AZ","04",9,"Pima",19
"Arizona","AZ","04",9,"Pinal",21
"Arizona","AZ","04",9,"Santa Cruz",23
"Arizona","AZ","04",9,"Yavapai",25
"Arizona","AZ","04",9,"Yuma",27
"Arkansas","AR","05",6,"Arkansas",1
"Arkansas","AR","05",6,"Ashley",3
"Arkansas","AR","05",6,"Baxter",5
"Arkansas","AR","05",6,"Benton",7
"Arkansas","AR","05",6,"Boone",9
"Arkansas","AR","05",6,"Bradley",11
"Arkansas","AR","05",6,"Calhoun",13
"Arkansas","AR","05",6,"Carroll",15
"Arkansas","AR","05",6,"Chicot",17
"Arkansas","AR","05",6,"Clark",19
"Arkansas","AR","05",6,"Clay",21
"Arkansas","AR","05",6,"Cleburne",23
"Arkansas","AR","05",6,"Cleveland",25
"Arkansas","AR","05",6,"Columbia",27
"Arkansas","AR","05",6,"Conway",29
"Arkansas","AR","05",6,"Craighead",31
"Arkansas","AR","05",6,"Crawford",33
"Arkansas","AR","05",6,"Crittenden",35
"Arkansas","AR","05",6,"Cross",37
"Arkansas","AR","05",6,"Dallas",39
"Arkansas","AR","05",6,"Desha",41
"Arkansas","AR","05",6,"Drew",43
"Arkansas","AR","05",6,"Faulkner",45
"Arkansas","AR","05",6,"Franklin",47
"Arkansas","AR","05",6,"Fulton",49
"Arkansas","AR","05",6,"Garland",51
"Arkansas","AR","05",6,"Grant",53
"Arkansas","AR","05",6,"Greene",55
"Arkansas","AR","05",6,"Hempstead",57
"Arkansas","AR","05",6,"Hot Spring",59
"Arkansas","AR","05",6,"Howard",61
"Arkansas","AR","05",6,"Independence",63
"Arkansas","AR","05",6,"Izard",65
"Arkansas","AR","05",6,"Jackson",67
"Arkansas","AR","05",6,"Jefferson",69
"Arkansas","AR","05",6,"Johnson",71
"Arkansas","AR","05",6,"Lafayette",73
"Arkansas","AR","05",6,"Lawrence",75
"Arkansas","AR","05",6,"Lee",77
"Arkansas","AR","05",6,"Lincoln",79
"Arkansas","AR","05",6,"Little River",81
"Arkansas","AR","05",6,"Logan",83
"Arkansas","AR","05",6,"Lonoke",85
"Arkansas","AR","05",6,"Madison",87
"Arkansas","AR","05",6,"Marion",89
"Arkansas","AR","05",6,"Miller",91
"Arkansas","AR","05",6,"Mississippi",93
"Arkansas","AR","05",6,"Monroe",95
"Arkansas","AR","05",6,"Montgomery",97
"Arkansas","AR","05",6,"Nevada",99
"Arkansas","AR","05",6,"Newton",101
"Arkansas","AR","05",6,"Ouachita",103
"Arkansas","AR","05",6,"Perry",105
"Arkansas","AR","05",6,"Phillips",107
"Arkansas","AR","05",6,"Pike",109
"Arkansas","AR","05",6,"Poinsett",111
"Arkansas","AR","05",6,"Polk",113
"Arkansas","AR","05",6,"Pope",115
"Arkansas","AR","05",6,"Prairie",117
"Arkansas","AR","05",6,"Pulaski",119
"Arkansas","AR","05",6,"Randolph",121
"Arkansas","AR","05",6,"Saline",125
"Arkansas","AR","05",6,"Scott",127
"Arkansas","AR","05",6,"Searcy",129
"Arkansas","AR","05",6,"Sebastian",131
"Arkansas","AR","05",6,"Sevier",133
"Arkansas","AR","05",6,"Sharp",135
"Arkansas","AR","05",6,"St. Francis",123
"Arkansas","AR","05",6,"Stone",137
"Arkansas","AR","05",6,"Union",139
"Arkansas","AR","05",6,"Van Buren",141
"Arkansas","AR","05",6,"Washington",143
"Arkansas","AR","05",6,"White",145
"Arkansas","AR","05",6,"Woodruff",147
"Arkansas","AR","05",6,"Yell",149
"California","CA","06",9,"Alameda",1
"California","CA","06",9,"Alpine",3
"California","CA","06",9,"Amador",5
"California","CA","06",9,"Butte",7
"California","CA","06",9,"Calaveras",9
"California","CA","06",9,"Colusa",11
"California","CA","06",9,"Contra Costa",13
"California","CA","06",9,"Del Norte",15
"California","CA","06",9,"El Dorado",17
"California","CA","06",9,"Fresno",19
"California","CA","06",9,"Glenn",21
"California","CA","06",9,"Humboldt",23
"California","CA","06",9,"Imperial",25
"California","CA","06",9,"Inyo",27
"California","CA","06",9,"Kern",29
"California","CA","06",9,"Kings",31
"California","CA","06",9,"Lake",33
"California","CA","06",9,"Lassen",35
"California","CA","06",9,"Los Angeles",37
"California","CA","06",9,"Madera",39
"California","CA","06",9,"Marin",41
"California","CA","06",9,"Mariposa",43
"California","CA","06",9,"Mendocino",45
"California","CA","06",9,"Merced",47
"California","CA","06",9,"Modoc",49
"California","CA","06",9,"Mono",51
"California","CA","06",9,"Monterey",53
"California","CA","06",9,"Napa",55
"California","CA","06",9,"Nevada",57
"California","CA","06",9,"Orange",59
"California","CA","06",9,"Placer",61
"California","CA","06",9,"Plumas",63
"California","CA","06",9,"Riverside",65
"California","CA","06",9,"Sacramento",67
"California","CA","06",9,"San Benito",69
"California","CA","06",9,"San Bernardino",71
"California","CA","06",9,"San Diego",73
"California","CA","06",9,"San Francisco",75
"California","CA","06",9,"San Joaquin",77
"California","CA","06",9,"San Luis Obispo",79
"California","CA","06",9,"San Mateo",81
"California","CA","06",9,"Santa Barbara",83
"California","CA","06",9,"Santa Clara",85
"California","CA","06",9,"Santa Cruz",87
"California","CA","06",9,"Shasta",89
"California","CA","06",9,"Sierra",91
"California","CA","06",9,"Siskiyou",93
"California","CA","06",9,"Solano",95
"California","CA","06",9,"Sonoma",97
"California","CA","06",9,"Stanislaus",99
"California","CA","06",9,"Sutter",101
"California","CA","06",9,"Tehama",103
"California","CA","06",9,"Trinity",105
"California","CA","06",9,"Tulare",107
"California","CA","06",9,"Tuolumne",109
"California","CA","06",9,"Ventura",111
"California","CA","06",9,"Yolo",113
"California","CA","06",9,"Yuba",115
"Canada","CC","CC",25,"New Brunswick",4
"Canada","CC","CC",25,"Ontario",8
"Canada","CC","CC",25,"Saskatchewan",11
"Colorado","CO","08",8,"Adams",1
"Colorado","CO","08",8,"Alamosa",3
"Colorado","CO","08",8,"Arapahoe",5
"Colorado","CO","08",8,"Archuleta",7
"Colorado","CO","08",8,"Baca",9
"Colorado","CO","08",8,"Bent",11
"Colorado","CO","08",8,"Boulder",13
"Colorado","CO","08",8,"Broomfield",14
"Colorado","CO","08",8,"Chaffee",15
"Colorado","CO","08",8,"Cheyenne",17
"Colorado","CO","08",8,"Clear Creek",19
"Colorado","CO","08",8,"Conejos",21
"Colorado","CO","08",8,"Costilla",23
"Colorado","CO","08",8,"Crowley",25
"Colorado","CO","08",8,"Custer",27
"Colorado","CO","08",8,"Delta",29
"Colorado","CO","08",8,"Denver",31
"Colorado","CO","08",8,"Dolores",33
"Colorado","CO","08",8,"Douglas",35
"Colorado","CO","08",8,"Eagle",37
"Colorado","CO","08",8,"El Paso",41
"Colorado","CO","08",8,"Elbert",39
"Colorado","CO","08",8,"Fremont",43
"Colorado","CO","08",8,"Garfield",45
"Colorado","CO","08",8,"Gilpin",47
"Colorado","CO","08",8,"Grand",49
"Colorado","CO","08",8,"Gunnison",51
"Colorado","CO","08",8,"Hinsdale",53
"Colorado","CO","08",8,"Huerfano",55
"Colorado","CO","08",8,"Jackson",57
"Colorado","CO","08",8,"Jefferson",59
"Colorado","CO","08",8,"Kiowa",61
"Colorado","CO","08",8,"Kit Carson",63
"Colorado","CO","08",8,"La Plata",67
"Colorado","CO","08",8,"Lake",65
"Colorado","CO","08",8,"Larimer",69
"Colorado","CO","08",8,"Las Animas",71
"Colorado","CO","08",8,"Lincoln",73
"Colorado","CO","08",8,"Logan",75
"Colorado","CO","08",8,"Mesa",77
"Colorado","CO","08",8,"Mineral",79
"Colorado","CO","08",8,"Moffat",81
"Colorado","CO","08",8,"Montezuma",83
"Colorado","CO","08",8,"Montrose",85
"Colorado","CO","08",8,"Morgan",87
"Colorado","CO","08",8,"Otero",89
"Colorado","CO","08",8,"Ouray",91
"Colorado","CO","08",8,"Park",93
"Colorado","CO","08",8,"Phillips",95
"Colorado","CO","08",8,"Pitkin",97
"Colorado","CO","08",8,"Prowers",99
"Colorado","CO","08",8,"Pueblo",101
"Colorado","CO","08",8,"Rio Blanco",103
"Colorado","CO","08",8,"Rio Grande",105
"Colorado","CO","08",8,"Routt",107
"Colorado","CO","08",8,"Saguache",109
"Colorado","CO","08",8,"San Juan",111
"Colorado","CO","08",8,"San Miguel",113
"Colorado","CO","08",8,"Sedgwick",115
"Colorado","CO","08",8,"Summit",117
"Colorado","CO","08",8,"Teller",119
"Colorado","CO","08",8,"Washington",121
"Colorado","CO","08",8,"Weld",123
"Colorado","CO","08",8,"Yuma",125
"Connecticut","CT","09",1,"Fairfield",1
"Connecticut","CT","09",1,"Hartford",3
"Connecticut","CT","09",1,"Litchfield",5
"Connecticut","CT","09",1,"Middlesex",7
"Connecticut","CT","09",1,"New Haven",9
"Connecticut","CT","09",1,"New London",11
"Connecticut","CT","09",1,"Tolland",13
"Connecticut","CT","09",1,"Windham",15
"Country Of Mexico","MX","80",25,"AGUASCALIENTES",1
"Country Of Mexico","MX","80",25,"BAJA CALIFORNIA NORTE",2
"Country Of Mexico","MX","80",25,"BAJA CALIFORNIA SUR",3
"Country Of Mexico","MX","80",25,"CAMPECHE",4
"Country Of Mexico","MX","80",25,"CHIAPAS",5
"Country Of Mexico","MX","80",25,"CHIHUAHUA STATE",6
"Country Of Mexico","MX","80",25,"COAHUILA DE ZARAGOZA",7
"Country Of Mexico","MX","80",25,"COLIMA",8
"Country Of Mexico","MX","80",25,"DISTRITO FEDERAL",9
"Country Of Mexico","MX","80",25,"DURANGO",10
"Country Of Mexico","MX","80",25,"GUANAJUATO",11
"Country Of Mexico","MX","80",25,"GUERRERO",12
"Country Of Mexico","MX","80",25,"HIDALGO",13
"Country Of Mexico","MX","80",25,"JALISCO",14
"Country Of Mexico","MX","80",25,"MEXICO STATE",15
"Country Of Mexico","MX","80",25,"MICHOACAN DE OCAMPO",16
"Country Of Mexico","MX","80",25,"MORELOS",17
"Country Of Mexico","MX","80",25,"NAYARIT",18
"Country Of Mexico","MX","80",25,"NUEVO LEON",19
"Country Of Mexico","MX","80",25,"OAXACA",20
"Country Of Mexico","MX","80",25,"PUEBLA",21
"Country Of Mexico","MX","80",25,"QUERETARO DE ARTEAGA",22
"Country Of Mexico","MX","80",25,"QUINTANA ROO",23
"Country Of Mexico","MX","80",25,"SAN LUIS POTOSI",24
"Country Of Mexico","MX","80",25,"SINALOA",25
"Country Of Mexico","MX","80",25,"SONORA",26
"Country Of Mexico","MX","80",25,"TABASCO",27
"Country Of Mexico","MX","80",25,"TAMAULIPAS",28
"Country Of Mexico","MX","80",25,"TLAXCALA",29
"Country Of Mexico","MX","80",25,"VERACRUZ-LLAVE",30
"Country Of Mexico","MX","80",25,"YUCATAN",31
"Country Of Mexico","MX","80",25,"ZACATECAS",32
"Delaware","DE","10",3,"Kent",1
"Delaware","DE","10",3,"New Castle",3
"Delaware","DE","10",3,"Sussex",5
"District Of Columbia","DC","11",3,"District of Columbia",1
"Florida","FL","12",4,"Alachua",1
"Florida","FL","12",4,"Baker",3
"Florida","FL","12",4,"Bay",5
"Florida","FL","12",4,"Bradford",7
"Florida","FL","12",4,"Brevard",9
"Florida","FL","12",4,"Broward",11
"Florida","FL","12",4,"Calhoun",13
"Florida","FL","12",4,"Charlotte",15
"Florida","FL","12",4,"Citrus",17
"Florida","FL","12",4,"Clay",19
"Florida","FL","12",4,"Collier",21
"Florida","FL","12",4,"Columbia",23
"Florida","FL","12",4,"DeSoto",27
"Florida","FL","12",4,"Dixie",29
"Florida","FL","12",4,"Duval",31
"Florida","FL","12",4,"Escambia",33
"Florida","FL","12",4,"Flagler",35
"Florida","FL","12",4,"Franklin",37
"Florida","FL","12",4,"Gadsden",39
"Florida","FL","12",4,"Gilchrist",41
"Florida","FL","12",4,"Glades",43
"Florida","FL","12",4,"Gulf",45
"Florida","FL","12",4,"Hamilton",47
"Florida","FL","12",4,"Hardee",49
"Florida","FL","12",4,"Hendry",51
"Florida","FL","12",4,"Hernando",53
"Florida","FL","12",4,"Highlands",55
"Florida","FL","12",4,"Hillsborough",57
"Florida","FL","12",4,"Holmes",59
"Florida","FL","12",4,"Indian River",61
"Florida","FL","12",4,"Jackson",63
"Florida","FL","12",4,"Jefferson",65
"Florida","FL","12",4,"Lafayette",67
"Florida","FL","12",4,"Lake",69
"Florida","FL","12",4,"Lee",71
"Florida","FL","12",4,"Leon",73
"Florida","FL","12",4,"Levy",75
"Florida","FL","12",4,"Liberty",77
"Florida","FL","12",4,"Madison",79
"Florida","FL","12",4,"Manatee",81
"Florida","FL","12",4,"Marion",83
"Florida","FL","12",4,"Martin",85
"Florida","FL","12",4,"Miami-Dade",86
"Florida","FL","12",4,"Monroe",87
"Florida","FL","12",4,"Nassau",89
"Florida","FL","12",4,"Okaloosa",91
"Florida","FL","12",4,"Okeechobee",93
"Florida","FL","12",4,"Orange",95
"Florida","FL","12",4,"Osceola",97
"Florida","FL","12",4,"Palm Beach",99
"Florida","FL","12",4,"Pasco",101
"Florida","FL","12",4,"Pinellas",103
"Florida","FL","12",4,"Polk",105
"Florida","FL","12",4,"Putnam",107
"Florida","FL","12",4,"Santa Rosa",113
"Florida","FL","12",4,"Sarasota",115
"Florida","FL","12",4,"Seminole",117
"Florida","FL","12",4,"St. Johns",109
"Florida","FL","12",4,"St. Lucie",111
"Florida","FL","12",4,"Sumter",119
"Florida","FL","12",4,"Suwannee",121
"Florida","FL","12",4,"Taylor",123
"Florida","FL","12",4,"Union",125
"Florida","FL","12",4,"Volusia",127
"Florida","FL","12",4,"Wakulla",129
"Florida","FL","12",4,"Walton",131
"Florida","FL","12",4,"Washington",133
"Georgia","GA","13",4,"Appling",1
"Georgia","GA","13",4,"Atkinson",3
"Georgia","GA","13",4,"Bacon",5
"Georgia","GA","13",4,"Baker",7
"Georgia","GA","13",4,"Baldwin",9
"Georgia","GA","13",4,"Banks",11
"Georgia","GA","13",4,"Barrow",13
"Georgia","GA","13",4,"Bartow",15
"Georgia","GA","13",4,"Ben Hill",17
"Georgia","GA","13",4,"Berrien",19
"Georgia","GA","13",4,"Bibb",21
"Georgia","GA","13",4,"Bleckley",23
"Georgia","GA","13",4,"Brantley",25
"Georgia","GA","13",4,"Brooks",27
"Georgia","GA","13",4,"Bryan",29
"Georgia","GA","13",4,"Bulloch",31
"Georgia","GA","13",4,"Burke",33
"Georgia","GA","13",4,"Butts",35
"Georgia","GA","13",4,"Calhoun",37
"Georgia","GA","13",4,"Camden",39
"Georgia","GA","13",4,"Candler",43
"Georgia","GA","13",4,"Carroll",45
"Georgia","GA","13",4,"Catoosa",47
"Georgia","GA","13",4,"Charlton",49
"Georgia","GA","13",4,"Chatham",51
"Georgia","GA","13",4,"Chattahoochee",53
"Georgia","GA","13",4,"Chattooga",55
"Georgia","GA","13",4,"Cherokee",57
"Georgia","GA","13",4,"Clarke",59
"Georgia","GA","13",4,"Clay",61
"Georgia","GA","13",4,"Clayton",63
"Georgia","GA","13",4,"Clinch",65
"Georgia","GA","13",4,"Cobb",67
"Georgia","GA","13",4,"Coffee",69
"Georgia","GA","13",4,"Colquitt",71
"Georgia","GA","13",4,"Columbia",73
"Georgia","GA","13",4,"Cook",75
"Georgia","GA","13",4,"Coweta",77
"Georgia","GA","13",4,"Crawford",79
"Georgia","GA","13",4,"Crisp",81
"Georgia","GA","13",4,"Dade",83
"Georgia","GA","13",4,"Dawson",85
"Georgia","GA","13",4,"DeKalb",89
"Georgia","GA","13",4,"Decatur",87
"Georgia","GA","13",4,"Dodge",91
"Georgia","GA","13",4,"Dooly",93
"Georgia","GA","13",4,"Dougherty",95
"Georgia","GA","13",4,"Douglas",97
"Georgia","GA","13",4,"Early",99
"Georgia","GA","13",4,"Echols",101
"Georgia","GA","13",4,"Effingham",103
"Georgia","GA","13",4,"Elbert",105
"Georgia","GA","13",4,"Emanuel",107
"Georgia","GA","13",4,"Evans",109
"Georgia","GA","13",4,"Fannin",111
"Georgia","GA","13",4,"Fayette",113
"Georgia","GA","13",4,"Floyd",115
"Georgia","GA","13",4,"Forsyth",117
"Georgia","GA","13",4,"Franklin",119
"Georgia","GA","13",4,"Fulton",121
"Georgia","GA","13",4,"Gilmer",123
"Georgia","GA","13",4,"Glascock",125
"Georgia","GA","13",4,"Glynn",127
"Georgia","GA","13",4,"Gordon",129
"Georgia","GA","13",4,"Grady",131
"Georgia","GA","13",4,"Greene",133
"Georgia","GA","13",4,"Gwinnett",135
"Georgia","GA","13",4,"Habersham",137
"Georgia","GA","13",4,"Hall",139
"Georgia","GA","13",4,"Hancock",141
"Georgia","GA","13",4,"Haralson",143
"Georgia","GA","13",4,"Harris",145
"Georgia","GA","13",4,"Hart",147
"Georgia","GA","13",4,"Heard",149
"Georgia","GA","13",4,"Henry",151
"Georgia","GA","13",4,"Houston",153
"Georgia","GA","13",4,"Irwin",155
"Georgia","GA","13",4,"Jackson",157
"Georgia","GA","13",4,"Jasper",159
"Georgia","GA","13",4,"Jeff Davis",161
"Georgia","GA","13",4,"Jefferson",163
"Georgia","GA","13",4,"Jenkins",165
"Georgia","GA","13",4,"Johnson",167
"Georgia","GA","13",4,"Jones",169
"Georgia","GA","13",4,"Lamar",171
"Georgia","GA","13",4,"Lanier",173
"Georgia","GA","13",4,"Laurens",175
"Georgia","GA","13",4,"Lee",177
"Georgia","GA","13",4,"Liberty",179
"Georgia","GA","13",4,"Lincoln",181
"Georgia","GA","13",4,"Long",183
"Georgia","GA","13",4,"Lowndes",185
"Georgia","GA","13",4,"Lumpkin",187
"Georgia","GA","13",4,"Macon",193
"Georgia","GA","13",4,"Madison",195
"Georgia","GA","13",4,"Marion",197
"Georgia","GA","13",4,"McDuffie",189
"Georgia","GA","13",4,"McIntosh",191
"Georgia","GA","13",4,"Meriwether",199
"Georgia","GA","13",4,"Miller",201
"Georgia","GA","13",4,"Mitchell",205
"Georgia","GA","13",4,"Monroe",207
"Georgia","GA","13",4,"Montgomery",209
"Georgia","GA","13",4,"Morgan",211
"Georgia","GA","13",4,"Murray",213
"Georgia","GA","13",4,"Muscogee",215
"Georgia","GA","13",4,"Newton",217
"Georgia","GA","13",4,"Oconee",219
"Georgia","GA","13",4,"Oglethorpe",221
"Georgia","GA","13",4,"Paulding",223
"Georgia","GA","13",4,"Peach",225
"Georgia","GA","13",4,"Pickens",227
"Georgia","GA","13",4,"Pierce",229
"Georgia","GA","13",4,"Pike",231
"Georgia","GA","13",4,"Polk",233
"Georgia","GA","13",4,"Pulaski",235
"Georgia","GA","13",4,"Putnam",237
"Georgia","GA","13",4,"Quitman",239
"Georgia","GA","13",4,"Rabun",241
"Georgia","GA","13",4,"Randolph",243
"Georgia","GA","13",4,"Richmond",245
"Georgia","GA","13",4,"Rockdale",247
"Georgia","GA","13",4,"Schley",249
"Georgia","GA","13",4,"Screven",251
"Georgia","GA","13",4,"Seminole",253
"Georgia","GA","13",4,"Spalding",255
"Georgia","GA","13",4,"Stephens",257
"Georgia","GA","13",4,"Stewart",259
"Georgia","GA","13",4,"Sumter",261
"Georgia","GA","13",4,"Talbot",263
"Georgia","GA","13",4,"Taliaferro",265
"Georgia","GA","13",4,"Tattnall",267
"Georgia","GA","13",4,"Taylor",269
"Georgia","GA","13",4,"Telfair",271
"Georgia","GA","13",4,"Terrell",273
"Georgia","GA","13",4,"Thomas",275
"Georgia","GA","13",4,"Tift",277
"Georgia","GA","13",4,"Toombs",279
"Georgia","GA","13",4,"Towns",281
"Georgia","GA","13",4,"Treutlen",283
"Georgia","GA","13",4,"Troup",285
"Georgia","GA","13",4,"Turner",287
"Georgia","GA","13",4,"Twiggs",289
"Georgia","GA","13",4,"Union",291
"Georgia","GA","13",4,"Upson",293
"Georgia","GA","13",4,"Walker",295
"Georgia","GA","13",4,"Walton",297
"Georgia","GA","13",4,"Ware",299
"Georgia","GA","13",4,"Warren",301
"Georgia","GA","13",4,"Washington",303
"Georgia","GA","13",4,"Wayne",305
"Georgia","GA","13",4,"Webster",307
"Georgia","GA","13",4,"Wheeler",309
"Georgia","GA","13",4,"White",311
"Georgia","GA","13",4,"Whitfield",313
"Georgia","GA","13",4,"Wilcox",315
"Georgia","GA","13",4,"Wilkes",317
"Georgia","GA","13",4,"Wilkinson",319
"Georgia","GA","13",4,"Worth",321
"Guam","GU","66",9,"AGANA",1
"Guam","GU","66",9,"AGANA HEIGHTS",3
"Guam","GU","66",9,"AGAT",5
"Guam","GU","66",9,"ASAN",7
"Guam","GU","66",9,"BARRIGADA",9
"Guam","GU","66",9,"CHALAN PAGO-ORDOT",11
"Guam","GU","66",9,"DEDEDO",13
"Guam","GU","66",9,"Guam",10
"Guam","GU","66",9,"INARAJAN",15
"Guam","GU","66",9,"MANGILAO",17
"Guam","GU","66",9,"MERIZO",19
"Guam","GU","66",9,"MONGMONG-TOTO-MAITE",21
"Guam","GU","66",9,"PITI",23
"Guam","GU","66",9,"SANTA RITA",25
"Guam","GU","66",9,"SINAJANA",27
"Guam","GU","66",9,"TALOFOFO",29
"Guam","GU","66",9,"TAMUNING",31
"Guam","GU","66",9,"UMATAC",33
"Guam","GU","66",9,"YIGO",35
"Guam","GU","66",9,"YONA",37
"Hawaii","HI","15",9,"Hawaii",1
"Hawaii","HI","15",9,"Honolulu",3
"Hawaii","HI","15",9,"Kalawao",5
"Hawaii","HI","15",9,"Kauai",7
"Hawaii","HI","15",9,"Maui",9
"Idaho","ID","16",10,"Ada",1
"Idaho","ID","16",10,"Adams",3
"Idaho","ID","16",10,"Bannock",5
"Idaho","ID","16",10,"Bear Lake",7
"Idaho","ID","16",10,"Benewah",9
"Idaho","ID","16",10,"Bingham",11
"Idaho","ID","16",10,"Blaine",13
"Idaho","ID","16",10,"Boise",15
"Idaho","ID","16",10,"Bonner",17
"Idaho","ID","16",10,"Bonneville",19
"Idaho","ID","16",10,"Boundary",21
"Idaho","ID","16",10,"Butte",23
"Idaho","ID","16",10,"Camas",25
"Idaho","ID","16",10,"Canyon",27
"Idaho","ID","16",10,"Caribou",29
"Idaho","ID","16",10,"Cassia",31
"Idaho","ID","16",10,"Clark",33
"Idaho","ID","16",10,"Clearwater",35
"Idaho","ID","16",10,"Custer",37
"Idaho","ID","16",10,"Elmore",39
"Idaho","ID","16",10,"Franklin",41
"Idaho","ID","16",10,"Fremont",43
"Idaho","ID","16",10,"Gem",45
"Idaho","ID","16",10,"Gooding",47
"Idaho","ID","16",10,"Idaho",49
"Idaho","ID","16",10,"Jefferson",51
"Idaho","ID","16",10,"Jerome",53
"Idaho","ID","16",10,"Kootenai",55
"Idaho","ID","16",10,"Latah",57
"Idaho","ID","16",10,"Lemhi",59
"Idaho","ID","16",10,"Lewis",61
